t(s),incident,permeation
2.0,7822155102827597.0,890576941282846.6
4.0,1.5254594632876758e+16,961774307774162.2
6.0,1.714422555101383e+16,1033708458962321.6
8.0,2.1076251873961744e+16,1129087709193948.5
10.0,2.0574347201311984e+16,1217841257169302.5
12.0,2.0636266606895176e+16,1310633471090224.2
14.0,2.281210292334158e+16,1420966337220817.8
16.0,2.0500508738318784e+16,1514820984031859.0
18.0,2.1262126830367956e+16,1620438372887454.2
20.0,1.8498516945909104e+16,1707014661381426.8
22.0,1.72036121787835e+16,1790090375357200.5
24.0,1.801809589296079e+16,1882866731473329.5
26.0,1.59317818198497e+16,1959475024459073.0
28.0,1.6482199314157486e+16,2044778323808215.2
30.0,1.4595532551845118e+16,2114980907069692.0
32.0,1.3852615452448564e+16,2182796633959137.2
34.0,1.4701493637316224e+16,2259264061932387.5
36.0,1.3211577981267348e+16,2322410075283107.5
38.0,1.3903275563266066e+16,2394098659640044.5
40.0,1.2579447832381454e+16,2453678306803690.0
42.0,1.216642777561304e+16,2511997436555296.5
44.0,1.304214666209038e+16,2578692067167775.5
46.0,1.197259666300191e+16,2634688449533075.5
48.0,1.273960522637027e+16,2699239319724646.0
50.0,1.177418125439483e+16,2753955442483953.0
52.0,1.1576058377384512e+16,2808413617784322.0
54.0,1.2542129465373338e+16,2871906501289572.5
56.0,1.1708250777898932e+16,2926144688199075.5
58.0,1.2519975939799118e+16,2989137010046865.5
60.0,1.1640264518929214e+16,3042537298048269.5
62.0,1.1442016695340016e+16,3095367820424117.0
64.0,1.225651337039038e+16,3156056727106711.5
66.0,1.1377102403936312e+16,3206899552057324.5
68.0,1.1991943647135072e+16,3264868812088783.5
70.0,1.1096022266813926e+16,3313004325463437.5
72.0,1.0819574238761884e+16,3359686254585229.0
74.0,1.1404416200896496e+16,3412287222537200.0
76.0,1.062318937805014e+16,3456018771739508.5
78.0,1.1128991804401824e+16,3505750412921530.5
80.0,1.0431530578720586e+16,3547468512330374.5
82.0,1.0289887533509232e+16,3588630572611821.5
84.0,1.0932317556132726e+16,3636181310109411.0
86.0,1.0374766705344482e+16,3676774929930046.5
88.0,1.0997933982460084e+16,3724285771686503.5
90.0,1.0488232948072776e+16,3765290471415130.0
92.0,1.0478433421444048e+16,3806714795603598.0
94.0,1.121880969867223e+16,3855445777278361.0
96.0,1.0723151435991396e+16,3897526292680660.5
98.0,1.1375787079195632e+16,3946849167471478.0
100.0,1.0845894784909318e+16,3989245919636597.0
102.0,1.080244899079952e+16,4031707687697064.5
104.0,1.150759228520534e+16,4081311483610221.5
106.0,1.0968766432777432e+16,4123709834255316.0
108.0,1.1574215754041174e+16,4173049005811748.0
110.0,1.1017683845926394e+16,4215093349738003.5
112.0,1.0943021116685824e+16,4256874041095014.5
114.0,1.1578190855622022e+16,4305238195082021.0
116.0,1.1032599256171698e+16,4346282707728983.5
118.0,1.1560380155503978e+16,4393555710021142.5
120.0,1.100659862403596e+16,4433539160495269.5
122.0,1.0904008290513574e+16,4472916425399404.5
124.0,1.144549634870734e+16,4518022518299000.0
126.0,1.0909992432951292e+16,4555940116996241.0
128.0,1.1352417314059496e+16,4599231797086453.0
130.0,1.083418107762479e+16,4635645648523677.0
132.0,1.07329564960794e+16,4671390683792105.0
134.0,1.1231470997881608e+16,4712492371776334.0
136.0,1.0760101106468806e+16,4747091454266150.0
138.0,1.1195547613489054e+16,4786970045558234.0
140.0,1.074780961217828e+16,4820682711545690.0
142.0,1.0688509076930466e+16,4854071659111031.0
144.0,1.1173543120716314e+16,4892687859815493.0
146.0,1.0771648211533072e+16,4925531115581495.0
148.0,1.1204695142144956e+16,4963589184502565.0
150.0,1.082043081894128e+16,4996132445056165.0
152.0,1.0792354210154088e+16,5028594075461415.0
154.0,1.129197277047502e+16,5066477048708148.0
156.0,1.09295157301898e+16,5098942905836785.0
158.0,1.1402134773810024e+16,5137081069923708.0
160.0,1.1037709606011314e+16,5169792441429130.0
162.0,1.1048656035846834e+16,5202826175823561.0
164.0,1.1577657807903856e+16,5241627836094978.0
166.0,1.1227180213214146e+16,5275023710406877.0
168.0,1.170031541561186e+16,5314137090837937.0
170.0,1.1322218817082744e+16,5347578973213359.0
172.0,1.1312887391886594e+16,5381108700207637.0
174.0,1.180324305844112e+16,5420053169066508.0
176.0,1.1420275236824756e+16,5453194901626974.0
178.0,1.1854437059719756e+16,5491710572020896.0
180.0,1.145444094849817e+16,5524285537141043.0
182.0,1.1402057219748744e+16,5556462892100690.0
184.0,1.1838579971888932e+16,5593558165336356.0
186.0,1.1440354535645926e+16,5624697261999837.0
188.0,1.1792790887088882e+16,5660324553619828.0
190.0,1.1406059984352656e+16,5690257372140397.0
192.0,1.132230056346237e+16,5719399895535605.0
194.0,1.16658921693859e+16,5752466654139810.0
196.0,1.1292175461784802e+16,5779998597149640.0
198.0,1.1578120867978608e+16,5811246117136178.0
200.0,1.1167831078908108e+16,5836602219695208.0
202.0,1.1090438020033036e+16,5861316520120941.0
204.0,1.1431762984411522e+16,5890002874877678.0
206.0,1.1165700073109392e+16,5914477577235064.0
208.0,1.1502782952138368e+16,5943187740785070.0
210.0,1.129420638438474e+16,5968388415323201.0
212.0,1.1349300447894756e+16,5994249055033930.0
214.0,1.1844039827590128e+16,6025790891349781.0
216.0,1.1670936250215084e+16,6053957499928601.0
218.0,1.221977021894501e+16,6088838326247203.0
220.0,1.1945761302146646e+16,6118948816231084.0
222.0,1.1920141206710168e+16,6148756666194592.0
224.0,1.2231833571741336e+16,6182095602594573.0
226.0,1.177411430310045e+16,6208726949839262.0
228.0,1.1904598046105374e+16,6237349895462906.0
230.0,1.151230291050526e+16,6260414086943192.0
232.0,1.143138797161203e+16,6282745442993653.0
234.0,1.1709761361033178e+16,6308396629373246.0
236.0,1.149794867060743e+16,6330545935395214.0
238.0,1.181778433976678e+16,6356759342243592.0
240.0,1.1601601745176484e+16,6379331685024623.0
242.0,1.1604630623516466e+16,6401949922678021.0
244.0,1.1942249372761488e+16,6428528103208798.0
246.0,1.1703926442820088e+16,6451132321723489.0
248.0,1.2011746252803612e+16,6477711661773419.0
250.0,1.1772373131022326e+16,6500340564242262.0
252.0,1.1748272106918046e+16,6522699768077707.0
