t(s),incident,permeation
1.0,0.0,261538172265888.8
2.0,2.2621481763358016e+16,323884203674993.2
3.0,2.361923986613247e+16,353038467201622.75
4.0,2.2964676569411696e+16,379496364184867.1
5.0,2.397758464008169e+16,411053753241544.3
6.0,2.589983190062998e+16,447909750037391.56
7.0,2.835559406369834e+16,490521729662951.06
8.0,3.666033447910821e+16,557143610111257.75
9.0,3.730110610071807e+16,614863927592342.0
10.0,3.851352363084434e+16,678187243154739.4
11.0,3.9317163768521704e+16,745058048208481.5
12.0,3.931891722832416e+16,813400107068555.6
13.0,4.458769429767539e+16,903662691919870.4
14.0,3.95857747433153e+16,970045794245517.5
15.0,3.663692170371754e+16,1035786336609277.4
16.0,3.4749974351271124e+16,1101023568979108.9
17.0,3.341905251879146e+16,1165742392759188.2
18.0,3.643099745214578e+16,1246239022793112.2
19.0,3.0021233150327324e+16,1297178916061365.2
20.0,2.5842779325684068e+16,1342076327262213.8
21.0,2.4124531330576384e+16,1387141758309807.8
22.0,2.365318879195416e+16,1433407120513332.2
23.0,2.6408340780331216e+16,1492576413848837.5
24.0,2.3138519448200664e+16,1533515458566202.2
25.0,2.1245921163808696e+16,1571689553943059.2
26.0,2.004270935152394e+16,1607775773581028.8
27.0,1.9121234547318868e+16,1641785867274191.0
28.0,2.085491351633005e+16,1685041555337751.0
29.0,1.8711835435311212e+16,1715866027522186.8
30.0,1.766478029965167e+16,1745376402847069.0
31.0,1.6988063591715124e+16,1773452735957951.5
32.0,1.6437994978109798e+16,1800025850494335.8
33.0,1.7806500455948384e+16,1833673689698495.8
34.0,1.6177713533530342e+16,1857470622742770.5
35.0,1.5575999363743404e+16,1880986457976072.8
36.0,1.5437183370753602e+16,1904714918653620.8
37.0,1.5575048767915664e+16,1929178689782233.0
38.0,1.7808821061956032e+16,1963764056816927.5
39.0,1.7099387721565502e+16,1991224320837421.5
40.0,1.7133668034504018e+16,2019829282871159.2
41.0,1.7310949454326148e+16,2049074030303097.5
42.0,1.7433172185872064e+16,2078454064632177.2
43.0,1.9179689871323892e+16,2115868999353303.2
44.0,1.7778010998563484e+16,2143501291843899.5
45.0,1.820868217724604e+16,2175311008832763.5
46.0,1.904445855488824e+16,2210331682823840.5
47.0,1.8967900032244028e+16,2243428172051272.0
48.0,1.9779723854462556e+16,2280451647584927.5
49.0,1.677180632483744e+16,2301057481772859.0
50.0,1.5055406468273022e+16,2317820981454613.5
51.0,1.4655692485943244e+16,2335234450977794.0
52.0,1.4752701711737348e+16,2353624848516241.0
53.0,1.4960837868369064e+16,2372726351543440.5
54.0,1.3744847019477072e+16,2385208568320344.5
55.0,1.3170074378117478e+16,2396624658310399.5
56.0,1.2225434232361388e+16,2404098241002144.5
57.0,1.1927028989288882e+16,2411504051179794.0
58.0,1.3181284720288486e+16,2425632063214820.5
59.0,1.3518710526941466e+16,2439292641330654.5
60.0,1.2982237107731064e+16,2449532044382651.5
61.0,0.0,2394925683914947.0
62.0,0.0,2362106860873948.5
63.0,0.0,2330080008739562.5
64.0,0.0,2298699207547941.5
65.0,0.0,2267946712514910.0
66.0,0.0,2237805884540625.8
67.0,0.0,2208260636677226.0
68.0,0.0,2179295405140845.2
69.0,0.0,2150895131366677.5
70.0,0.0,2123045239922898.0
71.0,0.0,2095731624706861.2
72.0,0.0,2068940625478645.8
73.0,0.0,2042659015437629.8
74.0,0.0,2016873981897177.0
75.0,0.0,1991573112480833.0
76.0,0.0,1966744379938149.2
77.0,0.0,1942376128340880.2
78.0,0.0,1918457056518428.0
79.0,0.0,1894976208395178.8
80.0,0.0,1871922961947466.2
81.0,0.0,1849287011258630.2
82.0,0.0,1827058360997499.5
83.0,0.0,1805227311234208.8
84.0,0.0,1783784450538302.5
85.0,0.0,1762720643555313.2
86.0,0.0,1742027021344102.8
87.0,0.0,1721694970333822.8
88.0,0.0,1701716130943533.5
89.0,0.0,1682082378256887.2
90.0,0.0,1662785822022125.0
91.0,0.0,1643818796989420.2
92.0,0.0,1625173850487456.8
93.0,0.0,1606843743803809.8
94.0,0.0,1588821435620386.5
95.0,0.0,1571100084774185.8
96.0,0.0,1553673035073119.8
97.0,0.0,1536533815296012.2
98.0,0.0,1519676130910319.8
99.0,0.0,1503093855789852.0
100.0,0.0,1486781030834392.8
101.0,0.0,1470731859828557.8
102.0,0.0,1454940698398757.8
103.0,0.0,1439402051252436.8
104.0,0.0,1424110572178072.8
105.0,0.0,1409061054382518.5
106.0,0.0,1394248422208720.5
107.0,0.0,1379667739418000.8
108.0,0.0,1365314195386255.0
109.0,0.0,1351183102343194.5
110.0,0.0,1337269889850826.0
111.0,0.0,1323570110324970.8
112.0,0.0,1310079426611845.8
113.0,0.0,1296793607846923.5
114.0,0.0,1283708533596072.2
115.0,0.0,1270820186953655.5
116.0,0.0,1258124644879873.8
117.0,0.0,1245618086483042.8
118.0,0.0,1233296786117694.2
119.0,0.0,1221157105102296.8
