t(s),incident,permeation
1.0,0.0,0.0
2.0,1.8543432261703516e+16,31133914242666.65
3.0,2.8510298967368212e+16,50099802834445.9
4.0,3.59379033796236e+16,68173333207808.38
5.0,4.300330425421968e+16,90820609137618.33
6.0,4.891800505887005e+16,118403153942876.61
7.0,5.307175566428724e+16,150893572171852.06
8.0,6.0964536991319736e+16,201334921553027.53
9.0,5.981109604588557e+16,244119678504808.75
10.0,5.772362219814587e+16,290814734694769.4
11.0,5.531672619043031e+16,340998961739118.8
12.0,5.294619607810145e+16,394078042919716.4
13.0,5.712480443308736e+16,468291815663981.6
14.0,5.218872719710477e+16,525737114527365.0
15.0,4.867293569481682e+16,583905497816651.1
16.0,4.595229324633293e+16,641879228898747.9
17.0,4.362567936543649e+16,698719781238231.0
18.0,4.656256870104243e+16,771121651394040.5
19.0,4.123560776493328e+16,821711853701348.8
20.0,3.3280348963257124e+16,853389952842961.6
21.0,0.0,778913257750442.0
22.0,0.0,759616157645982.2
23.0,0.0,741332228812591.5
24.0,0.0,723699334093562.5
25.0,0.0,706685744075510.0
26.0,0.0,690262866948660.0
27.0,0.0,674403748033852.1
28.0,0.0,659082946928724.5
29.0,0.0,644276439500736.8
30.0,0.0,629961524711525.1
31.0,0.0,616116736272585.4
32.0,0.0,602721765343995.9
33.0,0.0,589757386684090.9
34.0,0.0,577205387559893.5
35.0,0.0,565048507700587.6
36.0,0.0,553270376490231.25
37.0,0.0,541855463274077.9
38.0,0.0,530789021453189.06
39.0,0.0,520057045692656.1
40.0,0.0,509646225678871.94
41.0,0.0,499543903327753.1
42.0,0.0,489738040345810.6
43.0,0.0,480217176128562.0
44.0,0.0,470970397392172.4
45.0,0.0,461987309875665.75
46.0,0.0,453258004521616.5
47.0,0.0,444773032629309.94
48.0,0.0,436523381007903.75
49.0,0.0,428500447129589.0
50.0,0.0,420696017043510.6
51.0,0.0,413102246050448.6
52.0,0.0,405711635926549.0
53.0,0.0,398517020429334.06
54.0,0.0,391511544592003.4
55.0,0.0,384688650229444.56
56.0,0.0,378042061444243.5
57.0,0.0,371565767371935.56
58.0,0.0,365254013208535.4
59.0,0.0,359101282955788.06
60.0,0.0,353102289068319.25
61.0,0.0,347251964171355.7
62.0,0.0,341545444496165.75
63.0,0.0,335978065738919.8
64.0,0.0,330545349256890.4
65.0,0.0,325242995856743.0
66.0,0.0,320066876822066.1
67.0,0.0,315013021489951.6
68.0,0.0,310077620011754.94
69.0,0.0,305257004027775.7
70.0,0.0,300547650118207.7
71.0,0.0,295946165999339.3
72.0,0.0,291449287762793.6
73.0,0.0,287053875734388.75
74.0,0.0,282756905501668.06
75.0,0.0,278555463772760.47
76.0,0.0,274446744925430.3
77.0,0.0,270428046865937.9
78.0,0.0,266496762056569.62
79.0,0.0,262650378896017.8
80.0,0.0,258886474127291.44
81.0,0.0,255202710076955.8
82.0,0.0,251596832584562.94
83.0,0.0,248066664100751.6
84.0,0.0,244610105067627.44
85.0,0.0,241225125636483.3
86.0,0.0,237909765667799.1
87.0,0.0,234662134041052.06
88.0,0.0,231480398992056.78
89.0,0.0,228362795014865.44
90.0,0.0,225307612508917.62
91.0,0.0,222313197779040.9
92.0,0.0,219377953725640.38
93.0,0.0,216500332942799.22
94.0,0.0,213678840479038.3
95.0,0.0,210912026935416.88
96.0,0.0,208198492606672.03
97.0,0.0,205536879889129.1
98.0,0.0,202925873970891.66
99.0,0.0,200364202141651.75
100.0,0.0,197850631722119.62
101.0,0.0,195383967303264.0
102.0,0.0,192963050746312.16
103.0,0.0,190586760492559.84
104.0,0.0,188254006732041.5
105.0,0.0,185963734854480.2
106.0,0.0,183714919927767.66
107.0,0.0,181506570148914.44
108.0,0.0,179337722012719.8
109.0,0.0,177207440311771.9
110.0,0.0,175114815375687.8
111.0,0.0,173058969282823.38
112.0,0.0,171039044127043.62
113.0,0.0,169054210300002.34
114.0,0.0,167103660624527.5
115.0,0.0,165186610354621.06
116.0,0.0,163302298900934.12
117.0,0.0,161449985344531.88
118.0,0.0,159628950852558.6
119.0,0.0,157838495917477.9
120.0,0.0,156077940011977.5
121.0,0.0,154346622624254.34
122.0,0.0,152643901187444.66
123.0,0.0,150969149354149.0
124.0,0.0,149321759067002.12
125.0,0.0,147701138488103.28
126.0,0.0,146106711653920.84
127.0,0.0,144537917094912.78
128.0,0.0,142994209561001.3
129.0,0.0,141475057951003.16
130.0,0.0,139979944967534.34
131.0,0.0,138508365736630.53
132.0,0.0,137059830568506.64
133.0,0.0,135633860816417.23
134.0,0.0,134229991637416.25
135.0,0.0,132847768541407.27
